,tweets
319,celebration allover mitooma . time say goodbye kahinda otafiire . personally miss ur #pointblack #ugandadecides
320,besigye could get 100 % uganda's vote m7 still remain president next 30 year #musevenidecides #ugandadecides
321,@witosg @andsjeff @t_crystal main lesson learnt 3 hr stand vote kid name start letter #ugandadecides
322,don't see reason social medium shud b #ugandadecides
323,even mad people want change #ugandadecides https://t.co/zpxxen5ixj
324,leading percentage nrm candidate provisional result 290 polling station #ugandadecides @nbstv https://t.co/qs3manha1m
325,real ? ? ? #ugandadecides real #topowa https://t.co/0yqs2up1fn
326,"commend citizen braved heat , delay courage exercise right vote . #ugandadecides"
327,ð ? ¸ ð ? ? ð ? ¸ ð ? ? #ugandadecides #islamicstate #wilayatalanbar #nationaldrinkwineday ð ? ¸ ð  ? | moon city #ar-rattbah ð ? ¸ ð ?  ?   https://t.co/cknlvozhg2
328,"u little feeling @nbstv raised game blow , keep going @ntvuganda #ugandadecides"
329,"true "" @yahboiselfie museveni ghost voter scheduled start voting tonight #ugandadecides """
330,#ugandadecides another history election held 2 day
331,@cgore13 telco risk losing licence / face penalty found comply regulator see https://t.co/pcpi5ii9gf #ugandadecides
332,vote counting ongoing . . . listen #ugandadecides #ugandaelections https://t.co/eactmkj86a
333,look people's face alongside scream vote counting hear ' ako kaffu ' . lol . @ntvuganda #ugandadecides
334,possible 36 people vote time . #ugandadecides . nrm cheat https://t.co/3l2nc6vr7u
335,""" @ruthnesoba : @softpowerpr @sarahkagingo studio today still tweeting using #vpn ! https://t.co/cvykc2jgzb "" #ugandadecides"
336,mbu want shut vpn . bos ip shield place . try luck @ucc_official lol #ugandadecides
337,@sebsronnie @richardzulu @dkahindi hadn't even considered . would've killer 4 data revenue #ugandadecides https://t.co/gdzrehb1bu
338,it's #ugandadecides #musevenidecides
339,uneb delivers exam every school many time year . ec cannot deliver ballot kampala time every five year . #ugandadecides
340,got mind crazy #ugandadecides sec ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? @ntemid @ibatambuze @nbstv @pyepar https://t.co/dgrsr72cdq
341,anyone watching @ntvuganda ? #ugandadecides https://t.co/ilnrwf7scw
342,"ntv's idea update showing polling station besigye winning . ð ? ¸ ð ? ? ð ? ¸ ð ? ? leopard nini tired , please . #ugandadecides"
343,hahaha animal truly love sevo #ugandadecides https://t.co/joxrmjyp1i
344,@rosebellk @jkwasikye hence gag #ugandadecides
345,believe nb way way way better ntv #ugandadecides
346,lmao lady reading ballot paper result @ntvuganda right . sooo hilarious ! #ugandadecides
347,sebbo kiggundu @ugandaec everything curse child tomorrow . #musevenidecides #ugandadecides
348,ya'll know sevo successfully rig becomes president first people go prison jpam besigye . . #ugandadecides
349,forgiven ugandan born sisto home vote despot . mijikenda 1 - man unless 1 . #ugandadecides #musevenidecides
350,@amamambabazi continues neck neck race @abedbwanika . #ugandadecides
351,get coffee @prosper_med ? star ! ! keep going bos #ugandadecides
352,sad reminder #kiggundu faculty #technology @makerereu previous life #ugandadecides https://t.co/alfgxtdtny
353,"#provisionalresults : result 290 28,010 polling station tallied far ( 1.04 % ) #ugandadecides https://t.co/6vldnzrkby"
354,"kirumba , katwe , chose change ! #ugandadecides #ugandaelections #besigyewon https://t.co/5tpmikhbx9"
355,true ! ! #ugandadecides https://t.co/twg8bydhpr
356,@rosebellk best hashtag ever ! ! ! ! #kiggunduresignnow #ugandadecides
357,hope brother sister made right choice uganda #ugandadecides #musevenimustfall #ichoosepeaceug
358,#musevenidecides #ugandadecides opinion
359,"#musevenidecides even #ugandadecides , won't go look cattle promised https://t.co/mhaulmwokb"
360,( deeply ) personal & political . read story struggle / bush #ugandadecides #musevenidecides https://t.co/hktufulk02
361,spent whole day switching @ntvuganda @nbstv & tweet frm @dailymonitor & @newvisionwire #ugandadecides update
362,ugandan born @footballmanager wonderkid equalising #mufc day #ugandadecides probably mean something #personalbrand
363,"insensitivity post . . . well atleast got hospital renovated "" drama "" #ugandadecides https://t.co/ouukrrzy0y"
364,! :-) #ugandadecides https://t.co/wl7x5763py
365,"#ugandadecides museveni dictator , don't like way treat besigye ! !"
366,bwaise near division headquarters yiga's parking ( a-m ) besigye 405 museveni 113 #ugandadecides
367,"#ugandadecides @nbstv provisional result i've seen r enough 4 . k . mu7 ! ! ! yyy nothing , definitely another rap #iamuganda"
368,@ugandaupf surely handle @kizzabesigye1 manner ? #ugandadecides
369,pastor supported museveni . come & speak citizen beaten today @robertkayanja @jessicakayanja #ugandadecides
370,got mind crazy #ugandadecides sec ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? @ntemid @ibatambuze @nbstv @pyepar https://t.co/dgrsr7jo20
371,nb v social medium ting dis . lmao #ugandadecides
372,nabweru ku kisaawe ( 4 polling station ) besigye 1825 museveni 754 #ugandadecides
373,let resign pse ! #ugandadecides https://t.co/g9tompxgcm
374,"take courage vote uganda . much respect , came ! #ugandadecides"
375,. @ntvuganda . @kizzabesigye1 vote counting clip showing #lit #ugandadecides
376,bwaise near division headquarters yiga's parking ( a-m ) besigye 405 museveni 113 #ugandadecides
377,"lack election logistics delivery vehicle ballot , overload teargas police patrol everywhere #ugandadecides"
378,follow please ?   ð ? ý ð «  ð ? ý ð « ? ð ? ý ð « ? ð ? ý ð « ý ð ? ý ð « ? ð ? ý ð « ? ? ? ñ @suhilabnlachhab ? ? ? ? ? ñ https://t.co/ehcur92rnj ? ? ­ ? ? ? ð ? ý ð «  ð ? ý ð « ? ð ? ý ð « ? ð ? ý ð « ý #nationaldrinkwineday #ugandadecides https://t.co/lwnf9mbkh6
379,@bgm254 @_kosgey blame poor african ignorance intimidation politician #ugandadecides
380,jpam really disappointed . . . u hope cooking something #ugandadecides #ugandaelections
381,uganda electoral commission saturday announce result . #ugandaelection2016 #ugandadecides
382,eh ! ð ? ¸ ð ? í ð ? ¸ ð ? í @jssozi th mean power doesn't really belong people ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? still #askingforafriend ! ð ? ¸ ð ? ? #ugandadecides https://t.co/ortdz6mpvn
383,clean today's timeline though . . . #ugandadecides
384,#ugandadecides harassment @honadenduale still belief fair election . shame jubilee align #musevenidecides
385,happening ! ! #ugandadecides #ugandaelections #besigyewon https://t.co/ozytwkrix2
386,boss's called handsome lol #blessed #ugandadecides
387,drama ! #kigundumustresign #nyombimustresign #ugandadecides https://t.co/rcy9aockuz
388,"@iamapass thanks , sharing thought . #ugandadecides"
389,let say m7 maxed vote ? #ugandadecides https://t.co/8l083k3mle
390,blocked apn got vpn #ugandadecides
391,shame ucc #ugandadecides
392,meanwhile #ugandadecides ugandan #sisto jas scored manchester united . . #mugabedecides
393,vpn new darling ugandan online community #ugandadecides
394,#ugandadecides come indeed ð ? ¸ ð ? ø ð ? ¸ ð ? ø ð ? ¸ ð ? ø https://t.co/2ejmfu64px
395,"time check 21 : 45 hr we're still counting presidential ballot kawuku polling station , bunga . #ugandadecides https://t.co/gnfazzhsjj"
396,vote better count #ugandadecides
397,"way , smartened u . #ugandadecides https://t.co/tz22mb6sm8"
398,people certain polling station shall cast vote president mp seat tomorrow . uhmmmm #ugandadecides
399,president @kagutamuseveni & nrm candidate leading country polling station . #ugandadecides #tuongee207 . . . https://t.co/o2s9obdrmm
400,5000 pastor . kind injustice stand . eh #ugandadecides
401,president @kagutamuseveni & nrm candidate leading country polling station . #ugandadecides #tuongee207 https://t.co/wrndhlrsx8
402,"rt cheka 254 "" rt yahboiselfie : nyombi thembo said need data send mobile money #ugandadecides https://t.co/nohvhx2tyt """
403,ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? « ð ? ? kiseka mkt besigye got 428 m7 1 vote kiseka mkt guy still looking 1 guy voted m7 . . #ugandadecides
404,cannot wait abim develop . we'll respect choice . #ugandadecides
405,"problem one , lack godliness . #ugandadecides"
406,"despite poor condition health facility , saw theatrics , #ugandadecides https://t.co/4gozigrqqo"
407,waiting bated breath . . . foreign observer helpful continent #ugandadecides https://t.co/rer8ah2cap
408,"abim ? ! saw hospital , ? #ugandadecides"
409,@keishamaza well according @skaheru naguru house police call center . . . nothing worry pretty little head #ugandadecides
410,""" uganda today uganda tomorrow "" dr . livingstone sewanyana concludes interview #ugandadecides @ntvuganda"
411,preliminary result indicate north voting massively incumbent #disheartening #ugandadecides
412,"well , really . . . #ugandadecides still trending n ug tweeps online . https://t.co/wuxipi8pi7"
413,#ugandadecides provisional result coming - watch online via @ntvuganda https://t.co/rlyrrismjc
414,@nbstv still waiting show district @kizzabesigye1 leading . #ugandadecides
415,"dr . livinstone ssewanyana , one electoral observer , say mbarara & nyabushozi people forced use ticked ballotpapers #ugandadecides"
416,blue z best colour i've eva seen . . . . wooow . . . . #ugandadecides
417,#nbs . . . finished announcing president short #ugandadecides
418,electoral commission start announcing final result ? #ugandadecides
419,"fyi sisto , guy scored @manutd born uganda . #ugandadecides"
420,@deeconomist expected ! race @kizzabesigye1 #museveni #ugandaelections #ugandadecides
421,nb election display screen like people use complicated word argument confuse others . #ugandadecides
422,nb confusing citizen #ugandadecides
423,museveni ghost voter scheduled start voting tonight #ugandadecides
424,@nbstv better job @ntvuganda . . . . . need figure . #ugandadecides
425,looool nb tally center ? ? ? ð ? ¸ ð ø  ð ? ¸ ð ø  ð ? ¸ ð ø  ð ? ¸ ð ø  ð ? ¸ ð ø  ð ? ¸ ð ø  ð ? ¸ ð ø  ð ? ¸ ð ø  nice move one . #ugandadecides
426,"#ugandadecides , may peacefully"
427,"say , nb tv nrm bot masquerading legit news source . #ugandadecides"
428,m7 said ordered social medium shutdown ! hard 4 ucc ed say ! fool ugandan . #ugandadecides
429,@nbstv know relevant . #ugandadecides
430,"rt "" @pyepar : m7 get 3000 + vote nakasongola uganda ec 2098 people registered area . . #ugandadecides https://t.co/f1zpe9kype """
431,congrats #ugandadecides defying gag ! technology rock ! https://t.co/otql75uggf
432,first ! ! ? :-) #ugandadecides https://t.co/bbajt5fbdy
433,"@ntvkenya could put "" freezer "" ? #ugandadecides"
434,"9 : 44 pm : ndorwa west @kagutamuseveni 23,462 @kizzabesigye1 4,214 https://t.co/kiyzpeyx2t #ugandadecides"
435,blaking nuz ! #ugandadecides https://t.co/nsuer2u2cw
436,kiggundu alleged house per-ticked ballot paper ; ec's specialty detect crime #ugandadecides https://t.co/ot7imprsaa
437,@nbstv point provisional result #ugandadecides
438,one take result nb tv seriously . fact shady reporting today . #ugandadecides
439,god watching definitely choose best leader u ! turn god alone going . #ugandadecides
440,appreciate update discussion . @brianmulondo & . @arinaitwerach cc : . @ntvuganda #ugandadecides
441,#fdc party official tell ' trespassing ' charge @kizzabesigye1 ' excuse ' https://t.co/rouwt3l37v @ibtimesuk #ugandadecides
442,#jpam getting 0 vote many polling station ! ! ! come ? ? #ugandadecides
443,"#abim ? , museveni lead poor till dy . #ugandadecides"
444,"nb keep taking u abim , kisoro area claim m7 . . . nrm control nb . #ugandadecides #besigyewon"
445,mbale maluku kb 327 m7 0 simply best u madeus proud #ugandadecides
446,someone watching properganda bukkedde tv ? #ugandadecides
447,#ugandadecides kenya block road tyre uganda block road chair table . . . . noma
448,telco complying ucc ? didn't ? ucc master internet kill switch ? ? @cipesaug #ugandadecides
449,would take amooti's word serious kiggundu's . can't trust guy's intelligence backed p2 body language #ugandadecides
450,lighter side #ugandadecides https://t.co/f6p8yavcq1
451,"jpam's voter switched , cause larger effect else #ugandadecides"
452,dangerous right government wrong . - voltaire #ugandadecides #musevenidecides
453,""" @asamoh_ : @kjjoash @mwongera_ @isah_iah ugandan must ready shed blood freedom come #ugandadecides "" u volunteering"
454,' @fryingpun talk strange thing #ugandadecides
455,"quite day , huh ? #ugandadecides day , #nationaldrinkwineday , #tbt , wel thursday day whn blocked social medium"
456,change opinion ? #ugandadecides https://t.co/dpsgmwigs0
457,important news #ugandadecides ð ? ¸ ð ø ? ð ? ý ð ? ? ð ? ¸ ð ø ? ð ? ý ð ? ? ð ? ¸ ð ø ? ð ? ý ð ? ? ð ? ¸ ð ø ? ð ? ý ð ? ? https://t.co/oxrpaaimya
458,"kb make power , would work people hunted year ? #tweetingforafriend ! ð ? ¸ ð ? ? ð ? ¸ ð ? ? #ugandadecides"
459,"tracked . he's live vpn rt "" @patriqkanyomozi : u might find ucc executive director also using vpn . #ugandadecides """
460,provisional result @nbstv - @kagutamuseveni seems leading . kudos @nbstv well summarized & detailed result #ugandadecides
461,pre-ticked ballot paper nyabushozi . - livingstone sewanyana ntv uganda #ugandadecides #ugdecides leopard win .
462,@thelovedre @terrydimardi uuuuuuuuu indeed #ugandadecides
463,@keishamaza @rosebellk #ugandadecides #ugandavotes forget naguru house . . . somebody tell u going
464,even mad people know warrups . #ugandadecides https://t.co/octp0ftgut
465,y'all know say never take anything granted . . . #ugandadecides
466,"#ugandadecides : chair commonwealth observer group , obasanjo , say interim assessment issued 20 feb . https://t.co/o0f1svum4o"
467,"yes . "" independent "" electoral commission . . . #defiance #ugandadecides https://t.co/fyggq6aize"
